"시도(1)","시군구(1)","시점","항목","레벨01(1)",데이터
"전남","계","2020. 07","관용","승용",2179
"전남","계","2020. 07","관용","승합",1593
"전남","계","2020. 07","관용","화물",2473
"전남","계","2020. 07","관용","특수",182
"전남","계","2020. 07","자가용","승용",678785
"전남","계","2020. 07","자가용","승합",30282
"전남","계","2020. 07","자가용","화물",222588
"전남","계","2020. 07","자가용","특수",2328
"전남","계","2020. 07","영업용","승용",106032
"전남","계","2020. 07","영업용","승합",7772
"전남","계","2020. 07","영업용","화물",20179
"전남","계","2020. 07","영업용","특수",4809
"경북","계","2020. 07","관용","승용",2626
"경북","계","2020. 07","관용","승합",1805
"경북","계","2020. 07","관용","화물",2991
"경북","계","2020. 07","관용","특수",250
"경북","계","2020. 07","자가용","승용",1070480
"경북","계","2020. 07","자가용","승합",41474
"경북","계","2020. 07","자가용","화물",292543
"경북","계","2020. 07","자가용","특수",3036
"경북","계","2020. 07","영업용","승용",13989
"경북","계","2020. 07","영업용","승합",5424
"경북","계","2020. 07","영업용","화물",23881
"경북","계","2020. 07","영업용","특수",4996
"경남","계","2020. 07","관용","승용",2459
"경남","계","2020. 07","관용","승합",1933
"경남","계","2020. 07","관용","화물",2571
"경남","계","2020. 07","관용","특수",204
"경남","계","2020. 07","자가용","승용",1338624
"경남","계","2020. 07","자가용","승합",45040
"경남","계","2020. 07","자가용","화물",265593
"경남","계","2020. 07","자가용","특수",2721
"경남","계","2020. 07","영업용","승용",56184
"경남","계","2020. 07","영업용","승합",7339
"경남","계","2020. 07","영업용","화물",24762
"경남","계","2020. 07","영업용","특수",5452
"제주","계","2020. 07","관용","승용",855
"제주","계","2020. 07","관용","승합",483
"제주","계","2020. 07","관용","화물",1041
"제주","계","2020. 07","관용","특수",84
"제주","계","2020. 07","자가용","승용",288186
"제주","계","2020. 07","자가용","승합",11333
"제주","계","2020. 07","자가용","화물",75989
"제주","계","2020. 07","자가용","특수",655
"제주","계","2020. 07","영업용","승용",222102
"제주","계","2020. 07","영업용","승합",7301
"제주","계","2020. 07","영업용","화물",3652
"제주","계","2020. 07","영업용","특수",644
"서울","계","2020. 08","관용","승용",4510
"서울","계","2020. 08","관용","승합",3767
"서울","계","2020. 08","관용","화물",4052
"서울","계","2020. 08","관용","특수",358
"서울","계","2020. 08","자가용","승용",2569281
"서울","계","2020. 08","자가용","승합",89658
"서울","계","2020. 08","자가용","화물",268623
"서울","계","2020. 08","자가용","특수",3389
"서울","계","2020. 08","영업용","승용",126010
"서울","계","2020. 08","영업용","승합",15625
"서울","계","2020. 08","영업용","화물",57826
"서울","계","2020. 08","영업용","특수",4972
"부산","계","2020. 08","관용","승용",1650
"부산","계","2020. 08","관용","승합",1314
"부산","계","2020. 08","관용","화물",1625
"부산","계","2020. 08","관용","특수",137
"부산","계","2020. 08","자가용","승용",1092950
"부산","계","2020. 08","자가용","승합",35212
"부산","계","2020. 08","자가용","화물",151321
"부산","계","2020. 08","자가용","특수",1783
"부산","계","2020. 08","영업용","승용",82097
"부산","계","2020. 08","영업용","승합",6211
"부산","계","2020. 08","영업용","화물",33630
"부산","계","2020. 08","영업용","특수",8872
"대구","계","2020. 08","관용","승용",989
"대구","계","2020. 08","관용","승합",907
"대구","계","2020. 08","관용","화물",1376
"대구","계","2020. 08","관용","특수",121
"대구","계","2020. 08","자가용","승용",990689
"대구","계","2020. 08","자가용","승합",26056
"대구","계","2020. 08","자가용","화물",138851
"대구","계","2020. 08","자가용","특수",1270
"대구","계","2020. 08","영업용","승용",26471
"대구","계","2020. 08","영업용","승합",4043
"대구","계","2020. 08","영업용","화물",19122
"대구","계","2020. 08","영업용","특수",2010
"광주","계","2020. 08","관용","승용",817
"광주","계","2020. 08","관용","승합",595
"광주","계","2020. 08","관용","화물",717
"광주","계","2020. 08","관용","특수",82
"광주","계","2020. 08","자가용","승용",556003
"광주","계","2020. 08","자가용","승합",17066
"광주","계","2020. 08","자가용","화물",78486
"광주","계","2020. 08","자가용","특수",1002
"광주","계","2020. 08","영업용","승용",14807
"광주","계","2020. 08","영업용","승합",2462
"광주","계","2020. 08","영업용","화물",13161
"광주","계","2020. 08","영업용","특수",1809
"대전","계","2020. 08","관용","승용",649
"대전","계","2020. 08","관용","승합",535
"대전","계","2020. 08","관용","화물",640
"대전","계","2020. 08","관용","특수",80
"대전","계","2020. 08","자가용","승용",558473
"대전","계","2020. 08","자가용","승합",17937
"대전","계","2020. 08","자가용","화물",74347
"대전","계","2020. 08","자가용","특수",960
"대전","계","2020. 08","영업용","승용",13911
"대전","계","2020. 08","영업용","승합",2150
"대전","계","2020. 08","영업용","화물",11493
"대전","계","2020. 08","영업용","특수",1640
"울산","계","2020. 08","관용","승용",683
"울산","계","2020. 08","관용","승합",451
"울산","계","2020. 08","관용","화물",643
"울산","계","2020. 08","관용","특수",43
"울산","계","2020. 08","자가용","승용",475282
"울산","계","2020. 08","자가용","승합",12315
"울산","계","2020. 08","자가용","화물",61361
"울산","계","2020. 08","자가용","특수",729
"울산","계","2020. 08","영업용","승용",8179
"울산","계","2020. 08","영업용","승합",1946
"울산","계","2020. 08","영업용","화물",9350
"울산","계","2020. 08","영업용","특수",2163
"경기","계","2020. 08","관용","승용",7235
"경기","계","2020. 08","관용","승합",4276
"경기","계","2020. 08","관용","화물",5663
"경기","계","2020. 08","관용","특수",517
"경기","계","2020. 08","자가용","승용",4805842
"경기","계","2020. 08","자가용","승합",170227
"경기","계","2020. 08","자가용","화물",685617
"경기","계","2020. 08","자가용","특수",8570
"경기","계","2020. 08","영업용","승용",70869
"경기","계","2020. 08","영업용","승합",32273
"경기","계","2020. 08","영업용","화물",115365
"경기","계","2020. 08","영업용","특수",11194
"세종","계","2020. 08","관용","승용",332
"세종","계","2020. 08","관용","승합",175
"세종","계","2020. 08","관용","화물",225
"세종","계","2020. 08","관용","특수",40
"세종","계","2020. 08","자가용","승용",147280
"세종","계","2020. 08","자가용","승합",3727
"세종","계","2020. 08","자가용","화물",14636
"세종","계","2020. 08","자가용","특수",221
"세종","계","2020. 08","영업용","승용",598
"세종","계","2020. 08","영업용","승합",425
"세종","계","2020. 08","영업용","화물",1602
"세종","계","2020. 08","영업용","특수",165
"강원","계","2020. 08","관용","승용",1818
"강원","계","2020. 08","관용","승합",1575
"강원","계","2020. 08","관용","화물",2474
"강원","계","2020. 08","관용","특수",179
"강원","계","2020. 08","자가용","승용",596789
"강원","계","2020. 08","자가용","승합",24132
"강원","계","2020. 08","자가용","화물",147270
"강원","계","2020. 08","자가용","특수",1571
"강원","계","2020. 08","영업용","승용",11837
"강원","계","2020. 08","영업용","승합",3200
"강원","계","2020. 08","영업용","화물",8443
"강원","계","2020. 08","영업용","특수",1699
"충북","계","2020. 08","관용","승용",1343
"충북","계","2020. 08","관용","승합",1004
"충북","계","2020. 08","관용","화물",1586
"충북","계","2020. 08","관용","특수",116
"충북","계","2020. 08","자가용","승용",648313
"충북","계","2020. 08","자가용","승합",25034
"충북","계","2020. 08","자가용","화물",142780
"충북","계","2020. 08","자가용","특수",1535
"충북","계","2020. 08","영업용","승용",14993
"충북","계","2020. 08","영업용","승합",3820
"충북","계","2020. 08","영업용","화물",14175
"충북","계","2020. 08","영업용","특수",2738
"충남","계","2020. 08","관용","승용",1853
"충남","계","2020. 08","관용","승합",1233
"충남","계","2020. 08","관용","화물",2372
"충남","계","2020. 08","관용","특수",269
"충남","계","2020. 08","자가용","승용",854085
"충남","계","2020. 08","자가용","승합",35319
"충남","계","2020. 08","자가용","화물",204185
"충남","계","2020. 08","자가용","특수",1957
"충남","계","2020. 08","영업용","승용",13121
"충남","계","2020. 08","영업용","승합",5360
"충남","계","2020. 08","영업용","화물",17702
"충남","계","2020. 08","영업용","특수",2953
"전북","계","2020. 08","관용","승용",1743
"전북","계","2020. 08","관용","승합",1326
"전북","계","2020. 08","관용","화물",2068
"전북","계","2020. 08","관용","특수",157
"전북","계","2020. 08","자가용","승용",698008
"전북","계","2020. 08","자가용","승합",27264
"전북","계","2020. 08","자가용","화물",169453
"전북","계","2020. 08","자가용","특수",1742
"전북","계","2020. 08","영업용","승용",18391
"전북","계","2020. 08","영업용","승합",4184
"전북","계","2020. 08","영업용","화물",15298
"전북","계","2020. 08","영업용","특수",2202
"전남","계","2020. 08","관용","승용",2166
"전남","계","2020. 08","관용","승합",1614
"전남","계","2020. 08","관용","화물",2482
"전남","계","2020. 08","관용","특수",186
"전남","계","2020. 08","자가용","승용",679708
"전남","계","2020. 08","자가용","승합",30170
"전남","계","2020. 08","자가용","화물",222423
"전남","계","2020. 08","자가용","특수",2368
"전남","계","2020. 08","영업용","승용",107719
"전남","계","2020. 08","영업용","승합",7756
"전남","계","2020. 08","영업용","화물",20160
"전남","계","2020. 08","영업용","특수",4815
"경북","계","2020. 08","관용","승용",2597
"경북","계","2020. 08","관용","승합",1773
"경북","계","2020. 08","관용","화물",2968
"경북","계","2020. 08","관용","특수",251
"경북","계","2020. 08","자가용","승용",1071821
"경북","계","2020. 08","자가용","승합",41370
"경북","계","2020. 08","자가용","화물",292418
"경북","계","2020. 08","자가용","특수",2658
"경북","계","2020. 08","영업용","승용",13914
"경북","계","2020. 08","영업용","승합",5415
"경북","계","2020. 08","영업용","화물",23955
"경북","계","2020. 08","영업용","특수",5006
"경남","계","2020. 08","관용","승용",2451
"경남","계","2020. 08","관용","승합",1920
"경남","계","2020. 08","관용","화물",2563
"경남","계","2020. 08","관용","특수",204
"경남","계","2020. 08","자가용","승용",1339430
"경남","계","2020. 08","자가용","승합",44928
"경남","계","2020. 08","자가용","화물",265371
"경남","계","2020. 08","자가용","특수",2814
"경남","계","2020. 08","영업용","승용",56943
"경남","계","2020. 08","영업용","승합",7326
"경남","계","2020. 08","영업용","화물",24776
"경남","계","2020. 08","영업용","특수",5457
"제주","계","2020. 08","관용","승용",846
"제주","계","2020. 08","관용","승합",480
"제주","계","2020. 08","관용","화물",1036
"제주","계","2020. 08","관용","특수",83
"제주","계","2020. 08","자가용","승용",289014
"제주","계","2020. 08","자가용","승합",11334
"제주","계","2020. 08","자가용","화물",76332
"제주","계","2020. 08","자가용","특수",664
"제주","계","2020. 08","영업용","승용",224468
"제주","계","2020. 08","영업용","승합",7307
"제주","계","2020. 08","영업용","화물",3661
"제주","계","2020. 08","영업용","특수",643
"서울","계","2020. 09","관용","승용",4546
"서울","계","2020. 09","관용","승합",3772
"서울","계","2020. 09","관용","화물",4042
"서울","계","2020. 09","관용","특수",368
"서울","계","2020. 09","자가용","승용",2572932
"서울","계","2020. 09","자가용","승합",89032
"서울","계","2020. 09","자가용","화물",269544
"서울","계","2020. 09","자가용","특수",3452
"서울","계","2020. 09","영업용","승용",125951
"서울","계","2020. 09","영업용","승합",15401
"서울","계","2020. 09","영업용","화물",57843
"서울","계","2020. 09","영업용","특수",4959
"부산","계","2020. 09","관용","승용",1667
"부산","계","2020. 09","관용","승합",1274
"부산","계","2020. 09","관용","화물",1619
"부산","계","2020. 09","관용","특수",138
"부산","계","2020. 09","자가용","승용",1095606
"부산","계","2020. 09","자가용","승합",35103
"부산","계","2020. 09","자가용","화물",151230
"부산","계","2020. 09","자가용","특수",1821
"부산","계","2020. 09","영업용","승용",82886
"부산","계","2020. 09","영업용","승합",6189
"부산","계","2020. 09","영업용","화물",33645
"부산","계","2020. 09","영업용","특수",8881
"대구","계","2020. 09","관용","승용",999
"대구","계","2020. 09","관용","승합",894
"대구","계","2020. 09","관용","화물",1373
"대구","계","2020. 09","관용","특수",120
"대구","계","2020. 09","자가용","승용",995490
"대구","계","2020. 09","자가용","승합",26042
"대구","계","2020. 09","자가용","화물",138847
"대구","계","2020. 09","자가용","특수",1341
"대구","계","2020. 09","영업용","승용",26432
"대구","계","2020. 09","영업용","승합",4037
"대구","계","2020. 09","영업용","화물",19135
"대구","계","2020. 09","영업용","특수",2015
"광주","계","2020. 09","관용","승용",814
"광주","계","2020. 09","관용","승합",597
"광주","계","2020. 09","관용","화물",726
"광주","계","2020. 09","관용","특수",82
"광주","계","2020. 09","자가용","승용",558151
"광주","계","2020. 09","자가용","승합",17062
"광주","계","2020. 09","자가용","화물",78595
"광주","계","2020. 09","자가용","특수",1021
"광주","계","2020. 09","영업용","승용",14775
"광주","계","2020. 09","영업용","승합",2431
"광주","계","2020. 09","영업용","화물",13259
"광주","계","2020. 09","영업용","특수",1818
"대전","계","2020. 09","관용","승용",648
"대전","계","2020. 09","관용","승합",537
"대전","계","2020. 09","관용","화물",643
"대전","계","2020. 09","관용","특수",79
"대전","계","2020. 09","자가용","승용",560214
"대전","계","2020. 09","자가용","승합",17881
"대전","계","2020. 09","자가용","화물",74773
"대전","계","2020. 09","자가용","특수",987
"대전","계","2020. 09","영업용","승용",13936
"대전","계","2020. 09","영업용","승합",2147
"대전","계","2020. 09","영업용","화물",11541
"대전","계","2020. 09","영업용","특수",1648
"울산","계","2020. 09","관용","승용",681
"울산","계","2020. 09","관용","승합",452
"울산","계","2020. 09","관용","화물",646
"울산","계","2020. 09","관용","특수",43
"울산","계","2020. 09","자가용","승용",475837
"울산","계","2020. 09","자가용","승합",12252
"울산","계","2020. 09","자가용","화물",61285
"울산","계","2020. 09","자가용","특수",740
"울산","계","2020. 09","영업용","승용",8168
"울산","계","2020. 09","영업용","승합",1938
"울산","계","2020. 09","영업용","화물",9369
"울산","계","2020. 09","영업용","특수",2162
"경기","계","2020. 09","관용","승용",7304
"경기","계","2020. 09","관용","승합",4276
"경기","계","2020. 09","관용","화물",5645
"경기","계","2020. 09","관용","특수",555
"경기","계","2020. 09","자가용","승용",4829671
"경기","계","2020. 09","자가용","승합",169869
"경기","계","2020. 09","자가용","화물",686472
"경기","계","2020. 09","자가용","특수",8916
"경기","계","2020. 09","영업용","승용",71732
"경기","계","2020. 09","영업용","승합",32216
"경기","계","2020. 09","영업용","화물",115682
"경기","계","2020. 09","영업용","특수",11213
"세종","계","2020. 09","관용","승용",333
"세종","계","2020. 09","관용","승합",175
"세종","계","2020. 09","관용","화물",225
"세종","계","2020. 09","관용","특수",40
"세종","계","2020. 09","자가용","승용",147982
"세종","계","2020. 09","자가용","승합",3736
"세종","계","2020. 09","자가용","화물",14620
"세종","계","2020. 09","자가용","특수",234
"세종","계","2020. 09","영업용","승용",598
"세종","계","2020. 09","영업용","승합",423
"세종","계","2020. 09","영업용","화물",1614
"세종","계","2020. 09","영업용","특수",164
"강원","계","2020. 09","관용","승용",1838
"강원","계","2020. 09","관용","승합",1585
"강원","계","2020. 09","관용","화물",2480
"강원","계","2020. 09","관용","특수",180
"강원","계","2020. 09","자가용","승용",598705
"강원","계","2020. 09","자가용","승합",24141
"강원","계","2020. 09","자가용","화물",147570
"강원","계","2020. 09","자가용","특수",1598
"강원","계","2020. 09","영업용","승용",11771
"강원","계","2020. 09","영업용","승합",3182
"강원","계","2020. 09","영업용","화물",8479
"강원","계","2020. 09","영업용","특수",1702
"충북","계","2020. 09","관용","승용",1359
"충북","계","2020. 09","관용","승합",1010
"충북","계","2020. 09","관용","화물",1587
"충북","계","2020. 09","관용","특수",118
"충북","계","2020. 09","자가용","승용",650691
"충북","계","2020. 09","자가용","승합",24927
"충북","계","2020. 09","자가용","화물",142903
"충북","계","2020. 09","자가용","특수",1573
"충북","계","2020. 09","영업용","승용",15092
"충북","계","2020. 09","영업용","승합",3797
"충북","계","2020. 09","영업용","화물",14235
"충북","계","2020. 09","영업용","특수",2743
"충남","계","2020. 09","관용","승용",1873
"충남","계","2020. 09","관용","승합",1238
"충남","계","2020. 09","관용","화물",2375
"충남","계","2020. 09","관용","특수",271
"충남","계","2020. 09","자가용","승용",857101
"충남","계","2020. 09","자가용","승합",35193
"충남","계","2020. 09","자가용","화물",204164
"충남","계","2020. 09","자가용","특수",2035
"충남","계","2020. 09","영업용","승용",13100
"충남","계","2020. 09","영업용","승합",5362
"충남","계","2020. 09","영업용","화물",17715
"충남","계","2020. 09","영업용","특수",2968
"전북","계","2020. 09","관용","승용",1746
"전북","계","2020. 09","관용","승합",1328
"전북","계","2020. 09","관용","화물",2079
"전북","계","2020. 09","관용","특수",159
"전북","계","2020. 09","자가용","승용",699824
"전북","계","2020. 09","자가용","승합",27186
"전북","계","2020. 09","자가용","화물",169568
"전북","계","2020. 09","자가용","특수",1782
"전북","계","2020. 09","영업용","승용",18404
"전북","계","2020. 09","영업용","승합",4180
"전북","계","2020. 09","영업용","화물",15298
"전북","계","2020. 09","영업용","특수",2208
"전남","계","2020. 09","관용","승용",2189
"전남","계","2020. 09","관용","승합",1596
"전남","계","2020. 09","관용","화물",2493
"전남","계","2020. 09","관용","특수",185
"전남","계","2020. 09","자가용","승용",681661
"전남","계","2020. 09","자가용","승합",30044
"전남","계","2020. 09","자가용","화물",222612
"전남","계","2020. 09","자가용","특수",2413
"전남","계","2020. 09","영업용","승용",110880
"전남","계","2020. 09","영업용","승합",7756
"전남","계","2020. 09","영업용","화물",20185
"전남","계","2020. 09","영업용","특수",4822
"경북","계","2020. 09","관용","승용",2621
"경북","계","2020. 09","관용","승합",1767
"경북","계","2020. 09","관용","화물",2961
"경북","계","2020. 09","관용","특수",250
"경북","계","2020. 09","자가용","승용",1074203
"경북","계","2020. 09","자가용","승합",41231
"경북","계","2020. 09","자가용","화물",292517
"경북","계","2020. 09","자가용","특수",2709
"경북","계","2020. 09","영업용","승용",13898
"경북","계","2020. 09","영업용","승합",5395
"경북","계","2020. 09","영업용","화물",23996
"경북","계","2020. 09","영업용","특수",5018
"경남","계","2020. 09","관용","승용",2494
"경남","계","2020. 09","관용","승합",1912
"경남","계","2020. 09","관용","화물",2573
"경남","계","2020. 09","관용","특수",201
"경남","계","2020. 09","자가용","승용",1342678
"경남","계","2020. 09","자가용","승합",44748
"경남","계","2020. 09","자가용","화물",265725
"경남","계","2020. 09","자가용","특수",2871
"경남","계","2020. 09","영업용","승용",58104
"경남","계","2020. 09","영업용","승합",7353
"경남","계","2020. 09","영업용","화물",24859
"경남","계","2020. 09","영업용","특수",5458
"제주","계","2020. 09","관용","승용",853
"제주","계","2020. 09","관용","승합",491
"제주","계","2020. 09","관용","화물",1037
"제주","계","2020. 09","관용","특수",84
"제주","계","2020. 09","자가용","승용",290221
"제주","계","2020. 09","자가용","승합",11313
"제주","계","2020. 09","자가용","화물",76621
"제주","계","2020. 09","자가용","특수",671
"제주","계","2020. 09","영업용","승용",227611
"제주","계","2020. 09","영업용","승합",7337
"제주","계","2020. 09","영업용","화물",3673
"제주","계","2020. 09","영업용","특수",650
"서울","계","2020. 10","관용","승용",4543
"서울","계","2020. 10","관용","승합",3760
"서울","계","2020. 10","관용","화물",4015
"서울","계","2020. 10","관용","특수",374
"서울","계","2020. 10","자가용","승용",2576019
"서울","계","2020. 10","자가용","승합",88509
"서울","계","2020. 10","자가용","화물",269398
"서울","계","2020. 10","자가용","특수",3502
"서울","계","2020. 10","영업용","승용",125280
"서울","계","2020. 10","영업용","승합",15432
"서울","계","2020. 10","영업용","화물",57958
"서울","계","2020. 10","영업용","특수",4942
"부산","계","2020. 10","관용","승용",1703
"부산","계","2020. 10","관용","승합",1276
"부산","계","2020. 10","관용","화물",1607
"부산","계","2020. 10","관용","특수",138
"부산","계","2020. 10","자가용","승용",1097949
"부산","계","2020. 10","자가용","승합",34981
"부산","계","2020. 10","자가용","화물",151338
"부산","계","2020. 10","자가용","특수",1875
"부산","계","2020. 10","영업용","승용",83584
"부산","계","2020. 10","영업용","승합",6187
"부산","계","2020. 10","영업용","화물",33694
"부산","계","2020. 10","영업용","특수",8883
"대구","계","2020. 10","관용","승용",998
"대구","계","2020. 10","관용","승합",898
"대구","계","2020. 10","관용","화물",1385
"대구","계","2020. 10","관용","특수",122
"대구","계","2020. 10","자가용","승용",996089
"대구","계","2020. 10","자가용","승합",25808
"대구","계","2020. 10","자가용","화물",137907
"대구","계","2020. 10","자가용","특수",1389
"대구","계","2020. 10","영업용","승용",26237
"대구","계","2020. 10","영업용","승합",4025
"대구","계","2020. 10","영업용","화물",19105
"대구","계","2020. 10","영업용","특수",2026
"광주","계","2020. 10","관용","승용",821
"광주","계","2020. 10","관용","승합",588
"광주","계","2020. 10","관용","화물",720
"광주","계","2020. 10","관용","특수",81
"광주","계","2020. 10","자가용","승용",558934
"광주","계","2020. 10","자가용","승합",16989
"광주","계","2020. 10","자가용","화물",78485
"광주","계","2020. 10","자가용","특수",1046
"광주","계","2020. 10","영업용","승용",14679
"광주","계","2020. 10","영업용","승합",2427
"광주","계","2020. 10","영업용","화물",13386
"광주","계","2020. 10","영업용","특수",1810
"대전","계","2020. 10","관용","승용",649
"대전","계","2020. 10","관용","승합",533
"대전","계","2020. 10","관용","화물",640
"대전","계","2020. 10","관용","특수",78
"대전","계","2020. 10","자가용","승용",560504
"대전","계","2020. 10","자가용","승합",17667
"대전","계","2020. 10","자가용","화물",74355
"대전","계","2020. 10","자가용","특수",1035
"대전","계","2020. 10","영업용","승용",14012
"대전","계","2020. 10","영업용","승합",2142
"대전","계","2020. 10","영업용","화물",11566
"대전","계","2020. 10","영업용","특수",1645
"울산","계","2020. 10","관용","승용",675
"울산","계","2020. 10","관용","승합",444
"울산","계","2020. 10","관용","화물",644
"울산","계","2020. 10","관용","특수",43
"울산","계","2020. 10","자가용","승용",476222
"울산","계","2020. 10","자가용","승합",12191
"울산","계","2020. 10","자가용","화물",61182
"울산","계","2020. 10","자가용","특수",757
"울산","계","2020. 10","영업용","승용",8190
"울산","계","2020. 10","영업용","승합",1940
"울산","계","2020. 10","영업용","화물",9393
"울산","계","2020. 10","영업용","특수",2167
"경기","계","2020. 10","관용","승용",7263
"경기","계","2020. 10","관용","승합",4277
"경기","계","2020. 10","관용","화물",5645
"경기","계","2020. 10","관용","특수",556
"경기","계","2020. 10","자가용","승용",4848137
"경기","계","2020. 10","자가용","승합",169098
"경기","계","2020. 10","자가용","화물",687480
"경기","계","2020. 10","자가용","특수",9152
"경기","계","2020. 10","영업용","승용",72043
"경기","계","2020. 10","영업용","승합",32258
"경기","계","2020. 10","영업용","화물",116217
"경기","계","2020. 10","영업용","특수",11232
"세종","계","2020. 10","관용","승용",329
"세종","계","2020. 10","관용","승합",173
"세종","계","2020. 10","관용","화물",225
"세종","계","2020. 10","관용","특수",40
"세종","계","2020. 10","자가용","승용",149513
"세종","계","2020. 10","자가용","승합",3753
"세종","계","2020. 10","자가용","화물",14683
"세종","계","2020. 10","자가용","특수",240
"세종","계","2020. 10","영업용","승용",622
"세종","계","2020. 10","영업용","승합",421
"세종","계","2020. 10","영업용","화물",1623
"세종","계","2020. 10","영업용","특수",169
"강원","계","2020. 10","관용","승용",1830
"강원","계","2020. 10","관용","승합",1575
"강원","계","2020. 10","관용","화물",2483
"강원","계","2020. 10","관용","특수",179
"강원","계","2020. 10","자가용","승용",600345
"강원","계","2020. 10","자가용","승합",24132
"강원","계","2020. 10","자가용","화물",147927
"강원","계","2020. 10","자가용","특수",1642
"강원","계","2020. 10","영업용","승용",11697
"강원","계","2020. 10","영업용","승합",3169
"강원","계","2020. 10","영업용","화물",8503
"강원","계","2020. 10","영업용","특수",1715
"충북","계","2020. 10","관용","승용",1357
"충북","계","2020. 10","관용","승합",1001
"충북","계","2020. 10","관용","화물",1572
"충북","계","2020. 10","관용","특수",118
"충북","계","2020. 10","자가용","승용",652584
"충북","계","2020. 10","자가용","승합",24837
"충북","계","2020. 10","자가용","화물",143039
"충북","계","2020. 10","자가용","특수",1602
"충북","계","2020. 10","영업용","승용",15179
"충북","계","2020. 10","영업용","승합",3784
"충북","계","2020. 10","영업용","화물",14337
"충북","계","2020. 10","영업용","특수",2750
"충남","계","2020. 10","관용","승용",1875
"충남","계","2020. 10","관용","승합",1224
"충남","계","2020. 10","관용","화물",2370
"충남","계","2020. 10","관용","특수",271
"충남","계","2020. 10","자가용","승용",859010
"충남","계","2020. 10","자가용","승합",35090
"충남","계","2020. 10","자가용","화물",204055
"충남","계","2020. 10","자가용","특수",2080
"충남","계","2020. 10","영업용","승용",13195
"충남","계","2020. 10","영업용","승합",5341
"충남","계","2020. 10","영업용","화물",17802
"충남","계","2020. 10","영업용","특수",2972
"전북","계","2020. 10","관용","승용",1737
"전북","계","2020. 10","관용","승합",1323
"전북","계","2020. 10","관용","화물",2067
"전북","계","2020. 10","관용","특수",159
"전북","계","2020. 10","자가용","승용",701233
"전북","계","2020. 10","자가용","승합",27152
"전북","계","2020. 10","자가용","화물",169711
"전북","계","2020. 10","자가용","특수",1814
"전북","계","2020. 10","영업용","승용",18276
"전북","계","2020. 10","영업용","승합",4164
"전북","계","2020. 10","영업용","화물",15302
"전북","계","2020. 10","영업용","특수",2215
"전남","계","2020. 10","관용","승용",2164
"전남","계","2020. 10","관용","승합",1591
"전남","계","2020. 10","관용","화물",2485
"전남","계","2020. 10","관용","특수",182
"전남","계","2020. 10","자가용","승용",683562
"전남","계","2020. 10","자가용","승합",29983
"전남","계","2020. 10","자가용","화물",222783
"전남","계","2020. 10","자가용","특수",2454
"전남","계","2020. 10","영업용","승용",111333
"전남","계","2020. 10","영업용","승합",7737
"전남","계","2020. 10","영업용","화물",20228
"전남","계","2020. 10","영업용","특수",4828
"경북","계","2020. 10","관용","승용",2601
"경북","계","2020. 10","관용","승합",1766
"경북","계","2020. 10","관용","화물",2948
"경북","계","2020. 10","관용","특수",248
"경북","계","2020. 10","자가용","승용",1076747
"경북","계","2020. 10","자가용","승합",41126
"경북","계","2020. 10","자가용","화물",292822
"경북","계","2020. 10","자가용","특수",2803
"경북","계","2020. 10","영업용","승용",13870
"경북","계","2020. 10","영업용","승합",5380
"경북","계","2020. 10","영업용","화물",24043
"경북","계","2020. 10","영업용","특수",5022
"경남","계","2020. 10","관용","승용",2460
"경남","계","2020. 10","관용","승합",1899
"경남","계","2020. 10","관용","화물",2573
"경남","계","2020. 10","관용","특수",202
"경남","계","2020. 10","자가용","승용",1345295
"경남","계","2020. 10","자가용","승합",44547
"경남","계","2020. 10","자가용","화물",265392
"경남","계","2020. 10","자가용","특수",2907
"경남","계","2020. 10","영업용","승용",59706
"경남","계","2020. 10","영업용","승합",7317
"경남","계","2020. 10","영업용","화물",24887
"경남","계","2020. 10","영업용","특수",5466
"제주","계","2020. 10","관용","승용",851
"제주","계","2020. 10","관용","승합",497
"제주","계","2020. 10","관용","화물",1041
"제주","계","2020. 10","관용","특수",84
"제주","계","2020. 10","자가용","승용",290887
"제주","계","2020. 10","자가용","승합",11265
"제주","계","2020. 10","자가용","화물",76637
"제주","계","2020. 10","자가용","특수",675
"제주","계","2020. 10","영업용","승용",230436
"제주","계","2020. 10","영업용","승합",7327
"제주","계","2020. 10","영업용","화물",3701
"제주","계","2020. 10","영업용","특수",651
"서울","계","2020. 11","관용","승용",4641
"서울","계","2020. 11","관용","승합",3740
"서울","계","2020. 11","관용","화물",3969
"서울","계","2020. 11","관용","특수",372
"서울","계","2020. 11","자가용","승용",2580570
"서울","계","2020. 11","자가용","승합",87964
"서울","계","2020. 11","자가용","화물",268864
"서울","계","2020. 11","자가용","특수",3564
"서울","계","2020. 11","영업용","승용",125216
"서울","계","2020. 11","영업용","승합",15412
"서울","계","2020. 11","영업용","화물",58018
"서울","계","2020. 11","영업용","특수",4948
"부산","계","2020. 11","관용","승용",1696
"부산","계","2020. 11","관용","승합",1273
"부산","계","2020. 11","관용","화물",1594
"부산","계","2020. 11","관용","특수",138
"부산","계","2020. 11","자가용","승용",1100834
"부산","계","2020. 11","자가용","승합",34843
"부산","계","2020. 11","자가용","화물",151422
"부산","계","2020. 11","자가용","특수",1908
"부산","계","2020. 11","영업용","승용",84144
"부산","계","2020. 11","영업용","승합",6174
"부산","계","2020. 11","영업용","화물",33755
"부산","계","2020. 11","영업용","특수",8891
"대구","계","2020. 11","관용","승용",1035
